filename,duration,mean_pitch,std_pitch,voiced_ratio,mean_intensity,std_intensity,mean_f1,std_f1,mean_f2,std_f2,mean_f3,std_f3,mean_tilt,std_tilt,filepath,type
"CA_globe, Baby 3214_666.742110864785",3.327125,5.007078444091096,0.28344258254139926,0.39209726443769,51.9201427104695,5.46966871425319,560.1588532398953,175.72993372988986,1639.5825004585145,412.1532473608808,2635.905432319009,237.67419205357,190.40921878004198,86.36461496734034,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_globe, Baby 3214_666.742110864785.wav",ADS
CA_Baby 4784_115.77902044731665,4.04,5.190842700956931,0.12245180984821832,0.2793017456359102,52.853662507626105,6.071389787617616,589.0447970423653,116.92446456056645,1934.5303513753272,418.28709831636274,2869.470145571533,233.56057421445968,125.54810187329146,83.18871369351506,../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_Baby 4784_115.77902044731665.wav,ADS
"CA_train, Baby 2077_483.6996629498416",3.5958125,5.054302326884789,0.13751184449654402,0.2949438202247191,57.906121347318795,5.138707578096592,596.5391009030478,112.45211762625972,1727.8946496315746,372.57488566077814,2674.692560615287,248.88732869442643,135.47489228600048,88.78637920688811,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_train, Baby 2077_483.6996629498416.wav",ADS
"CA_shoe, Baby 2874_479.5476071115915",3.7843125,5.326289320269114,0.45262444180049566,0.3893333333333333,53.70924911842587,5.332421051038649,723.0817499333848,346.17532063608525,1751.0972126867605,481.9891469507819,2564.1798110933846,491.773694253378,174.46131198945835,82.58540143728904,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_shoe, Baby 2874_479.5476071115915.wav",ADS
"CA_globe, Baby 4510_335.2411179172068",6.525,5.284527787448605,0.18583317666261692,0.6101694915254238,60.80302169380067,6.721892059226885,579.5257792648051,165.25710214965028,1493.5346412817225,412.2627816067282,2568.233776179921,425.7562218884826,188.44157522148,87.29912229507667,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_globe, Baby 4510_335.2411179172068.wav",ADS
"CA_shoe, Baby 2077_420.39159070410506",10.6996875,4.950106987820729,0.4544438930072669,0.2776735459662289,57.01220802621485,4.97728610206212,591.8466635874444,138.82869027298577,1722.6282227423953,399.75992244949924,2745.8402281787057,259.8609177026896,160.99901306337864,82.35780053818385,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_shoe, Baby 2077_420.39159070410506.wav",ADS
"CA_train, Baby 2874_615.358749152172",8.20325,5.33254993822306,0.28948762468540057,0.591187270501836,53.942412524097556,6.802346244171181,604.6661636305814,124.95853701170945,1725.8128412013166,465.5199857904471,2703.4262917380147,282.51274832374025,179.96679122289538,69.15344142624281,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_train, Baby 2874_615.358749152172.wav",ADS
CA_Baby 2077_316.3634768658419,7.7436875,5.077814996290953,0.23044878345914743,0.35667963683527887,54.34527100554155,6.146293684530659,607.6856522948945,130.69819208421626,1659.872169286939,457.2681018449099,2495.3084313065624,473.5457664391399,161.6757977887197,83.5759703531262,../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_Baby 2077_316.3634768658419.wav,ADS
"CA_yeast, Baby 2077_349.7339051020574",14.2755,5.038805276907479,0.3775919023943191,0.3616573033707865,57.57364012223864,5.378770150703137,578.6467848386878,118.28521492149784,1738.4100465806546,397.4288885426605,2671.9548338681348,387.7029602447426,163.9108713104438,82.40125282997973,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_yeast, Baby 2077_349.7339051020574.wav",ADS
"CA_ball, Baby 3214_464.7267987032388",4.1063125,5.1207369550574935,0.20341606025852849,0.2628992628992629,54.28778241467034,4.9550045896596275,676.2132166673192,213.7036779012599,1498.3628588717525,402.18368984540484,2553.7612133272555,305.16252990045484,181.7349965177844,91.67712238657334,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_ball, Baby 3214_464.7267987032388.wav",ADS
"CA_train, Baby 3214_747.4731669126435",10.1166875,5.149134015201296,0.29439421101429775,0.3253968253968254,56.17120851458861,5.898883786193096,574.8926451054457,160.9581679239629,1708.854211403546,308.11784887698064,2512.276186268381,287.7508889629943,186.92543918843685,88.50375258361983,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_train, Baby 3214_747.4731669126435.wav",ADS
"US_sieve, Baby 5_63.51105939873247",1.898875,5.17194450353246,0.38265439160908366,0.3870967741935484,71.75519978422952,7.744362955751784,500.6343360596988,98.76738428321173,1743.354230898071,347.22370438024535,2976.4942817393553,325.1301306952523,184.58205291282164,60.62422793635169,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/US_sieve, Baby 5_63.51105939873247.wav",ADS
CA_Baby 4510_413.3546018544898,4.7295625,5.1120547445490905,0.3595319202274538,0.39872068230277186,57.07254851368051,6.433059104067682,585.9206875357834,126.67641897224082,1619.2569119941268,341.0745904148656,2780.431057839664,315.5677922072466,164.11725122054128,90.40020536120244,../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_Baby 4510_413.3546018544898.wav,ADS
"CA_flag, Baby 4784_4.515356306021673",3.599375,5.205042479229489,0.2441502328936836,0.4297752808988764,58.50514248482285,5.480203061171882,586.5229999902701,147.04819080419193,1938.9282842528885,499.7398318211295,2760.754549179684,156.8298532405132,120.78480932996676,99.39655325556498,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_flag, Baby 4784_4.515356306021673.wav",ADS
CA_Baby 3912_189.43910293047873,4.5245625,5.3108530574843025,0.15734053505413623,0.688195991091314,62.10096170398694,6.00444267189796,573.0078713845686,204.58504695203658,1414.9039635468512,349.4880738733165,2593.4511410479167,352.79111580882744,193.97357420373723,93.52049264482275,../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_Baby 3912_189.43910293047873.wav,ADS
"CA_ball, Baby 2874_391.0200430191452",5.693625,5.2941652615213535,0.2455871150327768,0.43462897526501765,54.06805944742283,6.2637114064069115,628.1988594467077,147.75913396883763,1622.973208157679,583.752190522683,2699.087402418578,302.23838167121704,185.5734189807216,67.38066517435585,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_ball, Baby 2874_391.0200430191452.wav",ADS
"CA_yeast, Baby 2874_675.6670048027384",5.5846875,5.412862563410626,0.27774360895367506,0.4018018018018018,57.12102098958121,6.271444082907374,625.6985713557342,134.1644369382646,1921.1302781643053,363.1931946822799,2609.8696712546825,381.2225007475565,175.3086481834835,63.89199067149886,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_yeast, Baby 2874_675.6670048027384.wav",ADS
"CA_whisk, Baby 2077_98.85615167809891",12.6068125,4.970653958873775,0.49036411840931754,0.360381861575179,57.52393710126093,4.697335550501299,619.0302800149155,122.81229148345328,1604.9372915055867,456.08566039210854,2686.582798541722,327.9310051716935,169.98327081760056,84.44348459206489,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_whisk, Baby 2077_98.85615167809891.wav",ADS
CA_Baby 2077_325.2131190053606,4.4063125,5.194699249157634,0.2994159812155301,0.35926773455377575,55.10487599267233,4.609055558254535,578.7028179249755,135.80199772311673,1795.3522120824855,446.21006038235794,2701.639485905202,392.9948626797195,172.1256330860262,84.2982168924275,../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_Baby 2077_325.2131190053606.wav,ADS
"CA_shoe, Baby 4510_307.403956084694",4.02725,5.404826668585505,0.2834325310970883,0.45363408521303256,66.05670951993683,5.616351030728876,574.2239075800009,124.02797066461557,1699.5249037975595,338.2865680109358,2586.709743202803,349.2996661891885,133.03282714470555,114.00377836875535,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_shoe, Baby 4510_307.403956084694.wav",ADS
"CA_yeast, Baby 3214_620.3920087002338",5.8780625,5.0921316736803375,0.4595062225019588,0.4332191780821918,52.81807871983524,5.643481367803717,561.0522831257488,167.86059719963632,1763.587895932005,417.67488541727204,2650.750693535246,373.29024368920733,168.91081489660198,83.84868881204903,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_yeast, Baby 3214_620.3920087002338.wav",ADS
"CA_yeast, Baby 4510_190.42389050838185",7.541,5.311518740157618,0.21084089071151746,0.6564580559254327,59.73384542200577,6.1979900100285095,553.0524403075035,165.78452062738822,1635.456083292386,410.85561321304533,2627.761036799618,334.29743994282154,167.86364755816203,94.36225235423146,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_yeast, Baby 4510_190.42389050838185.wav",ADS
"CA_sieve, Baby 2874_579.8183520434693",5.9665,5.467768953755359,0.37476836644939393,0.5075885328836425,58.040374291527506,6.951380243403434,606.6938485884143,129.98956039873167,1645.3072240931092,404.0941510387352,2562.496426316873,315.7935048600378,178.06562584451117,82.87026825709485,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_sieve, Baby 2874_579.8183520434693.wav",ADS
"CA_block, Baby 4510_440.4955512967424",5.9119375,5.475098050524486,0.20341829621109597,0.6190476190476191,62.938514371493405,6.202882962979176,536.8871455433514,154.3629141914582,1348.4668973364326,463.5909378378832,2696.596083842449,398.5460727574871,167.05744621664584,105.87052017062645,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_block, Baby 4510_440.4955512967424.wav",ADS
CA_Baby 4510_386.2227425561305,3.6875625,5.313928984114352,0.33288345162973565,0.5013698630136987,57.536094966145775,5.097267767279861,585.2939608259534,168.29717570969314,1660.0066017228469,493.5585276821991,2807.3430143420437,377.2361061618261,152.8636767481861,86.6765117854444,../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_Baby 4510_386.2227425561305.wav,ADS
"CA_whisk, Baby 1810_284.02024489690655",3.345,5.173560677646466,0.36035580588892013,0.459214501510574,54.076034957775256,4.966669935922455,657.4149632459647,159.8900017105435,1639.4930953003256,335.5795478908611,2964.7005735695166,341.14165579582743,171.75426405162642,78.2161211775501,"../../../../../../../../Evaluation_Protocol/Code/IDS_Stimuli/wav_16kHz/ADS/CA_whisk, Baby 1810_284.02024489690655.wav",ADS
