filename,duration,mean_pitch,std_pitch,voiced_ratio,mean_intensity,std_intensity,mean_f1,std_f1,mean_f2,std_f2,mean_f3,std_f3,mean_tilt,std_tilt,type,quality,quality_snr
e20120628_200523_008109_1_42200560_42201488,0.928,5.524853048977983,0.5102518886595894,0.5168539325842697,64.80383955636574,6.3817440353605095,728.7028584154399,144.45640957819987,1860.2920693418512,265.7808897811985,3091.4556713140914,128.06611777762936,57.428259596383214,36.427423731302326,IDS,0,1
e20130314_125307_008344_1_19543696_19545344,1.648,5.586647239026887,0.3075630788497667,0.6583850931677019,59.90614728229063,7.780468535354698,621.3046846603532,129.70627803732387,1725.2756331213463,266.53326858761073,2700.2185892891034,401.0321583913472,139.5902861314657,56.06392225669624,IDS,0,1
e20130311_153356_008109_2_12176059_12178715,2.656,5.520559231534896,0.3874860052320442,0.1412213740458015,66.72755526623934,4.094362860553642,575.3022013984931,109.90703748079272,1598.624662730132,243.20459837559832,2904.83544348177,122.854862440463,53.31527876949082,51.936085311101,IDS,0,1
e20130311_153356_008109_2_12178907_12183840,4.933,5.316151720562582,0.2992150127105592,0.5938775510204082,64.46735017836642,6.508253323172245,541.8464427953421,155.87441002125658,1741.9573860710718,435.1243284392089,3041.705910970757,256.53598684170163,78.37364535668195,81.73339068051075,IDS,0,1
e20130314_125307_008344_1_19580928_19582752,1.824,5.421668921041335,0.3355312847561707,0.6871508379888268,60.62455249332441,8.006707899103384,516.351384148897,101.41278588804524,1781.8828705338483,312.4905818510752,2948.3260593940986,323.01824579675804,133.06617865410033,60.92267115061512,IDS,0,1
e20130311_153356_008109_2_12263432_12264184,0.752,4.618397778708257,0.0617936836856072,0.9722222222222222,58.190959239178255,2.7735222551491154,607.4451736015724,389.8576579420658,1810.6714973312407,353.10574225569206,2962.39257845983,381.31245570500806,130.46416402960708,43.06914888349535,IDS,0,1
e20130311_153356_008109_2_12278832_12281984,3.152,5.6172905748244695,0.2448713785875793,0.6378205128205128,67.67444305385418,6.86033206186628,600.7563963400839,199.06104198589344,1866.7146055973965,504.1814296531558,2921.6185803444278,441.4125156016702,77.45087438050497,53.95976509051935,IDS,0,1
e20130314_125307_008344_1_19658368_19660400,2.032,5.747003242806354,0.2470255507499462,0.805,60.32534938298134,8.041336812347762,627.903609136376,73.59332642335077,1485.686188853954,318.6004401276675,2896.6076641663526,398.6329187112766,155.07292199045358,38.38050956170153,IDS,0,1
e20120918_153528_008343_1_25745646_25747214,1.568,5.902446293852494,0.0433401110814466,0.5882352941176471,68.24497267531875,6.247075128282589,645.752099849686,144.29645251362996,1810.6846887166464,303.25812247373585,2789.6384685579524,245.43258664957744,128.9930615354339,49.18883538727858,IDS,1,1
e20130311_153356_008109_2_12287638_12292278,4.64,5.737639643401973,0.2134801978697919,0.5652173913043478,66.7606886347782,6.629716255905079,520.8447980710798,180.5321027311753,1861.793225672707,456.0100507794068,3010.832718401609,292.8123790518094,69.42807882394351,70.97666573177604,IDS,1,1
e20120628_200523_008109_1_42274416_42275040,0.624,5.0822340409221605,0.2321399305258716,0.3220338983050847,62.24093232158349,6.794193240720291,809.5385907501126,63.10918891499738,1509.4990315500431,237.84032291041464,2931.834761582142,294.1782735508249,114.61702301843408,57.64515717649481,IDS,0,1
e20120713_153050_008015_1_1945502_1946000,0.498,5.181160686780372,0.0844702480587257,0.2826086956521739,64.82093068094399,1.733556339406246,602.7856243066359,47.701140550202005,1691.4412977132772,361.4984197087978,3071.8580187291736,364.4331183500332,100.3767957064538,53.10719619626703,IDS,0,1
e20120918_153122_008066_1_3063579_3064008,0.429,6.012419948526087,0.0076503111241779,0.358974358974359,57.95027047768311,7.8274035477338035,787.234258935726,39.22087968812216,2287.829029247228,218.4331940406356,3095.5289761484914,137.85950065765138,-9.864268757271828,37.98846117402771,IDS,0,1
e20130311_153356_008109_2_12296022_12298860,2.838,5.6660422350241335,0.2839413736749419,0.6392857142857142,65.85677631636653,4.910402647850067,539.406896163411,153.58638417061962,1887.637964279989,423.75400012867686,3041.6115636858303,245.2606409980534,69.7665390891209,58.818622916936114,IDS,1,1
e20120713_153050_008015_1_1946000_1946755,0.755,5.519735785901035,0.4706064839953964,0.7916666666666666,64.39747580913239,8.931972490731626,483.1064104499552,87.88040240233474,1613.6395381736097,517.9248872413337,2899.321338431844,277.6890870017928,124.4995559507068,38.55183929247384,IDS,5,1
e20130311_153356_008109_2_12298950_12302940,3.99,5.7558257602531775,0.2941530687047644,0.5126262626262627,70.58987001439193,5.490155081108689,612.9968035251451,110.85521053015634,1664.3305359680571,329.796497844699,3095.196868501036,295.26416697853097,43.64303108515799,60.11605317592404,IDS,1,1
e20120713_153050_008015_1_2000016_2003104,3.088,6.029486037960317,0.521144014331617,0.1836065573770491,61.44294410309568,3.4015040346103462,534.5098273121775,76.0635566701912,1723.2104947692378,105.32758907770054,2791.1870907268994,116.6678652240343,59.86266102247536,60.8316923999424,IDS,1,0
e20130322_154609_008015_1_20861431_20863383,1.952,5.759637016389175,0.4568368970726859,0.6875,67.17890710844901,5.241248924838769,805.6152341347097,203.62826288825812,1687.735150206725,443.7869407902568,2771.780335495146,249.07986391128117,122.23178253648072,43.71785130579929,IDS,0,1
e20130311_153356_008109_2_12311515_12314462,2.947,5.324125682659537,0.1342840484779235,0.5670103092783505,58.53973271911104,7.259333181188912,573.6564738452707,132.79099912198828,1587.6942768240383,376.721864378202,2978.0841703791275,253.7561529447053,85.62303167248929,72.78004865080558,IDS,1,1
e20130314_125532_008066_1_16557224_16560056,2.832,5.562363746713744,0.2971647215060587,0.8785714285714286,76.32759252899301,5.728045286418623,532.9383908551317,263.9722347099193,1629.5284859320095,321.1001833446071,2918.667101211052,214.44636646248443,116.54112168396784,54.76398872288322,IDS,5,1
e20130322_154609_008015_1_20864215_20866947,2.732,5.365574501699193,0.2447467963159434,0.3925925925925926,60.76563204439879,5.0879178407103485,458.2025047417438,128.38250002057782,1665.277074821781,482.2462153742725,2969.1787802946783,167.2879877532181,113.08249335989564,50.07174429580834,IDS,1,1
e20130311_153356_008109_2_12369442_12371746,2.304,5.620319894739802,0.3357702743776797,0.3920704845814978,62.18983938133083,7.809269396542402,442.9598831521304,207.8118093314392,1909.0002258285367,409.0633284299795,3051.409062317468,293.7488581270617,42.17278627816005,58.26108302365824,IDS,1,1
e20120713_153050_008015_1_2012352_2014400,2.048,4.770994904695033,0.2791254687779483,0.3781094527363184,59.7243657314792,6.817503097046479,651.1118051958274,328.1899680721913,1662.303269984207,463.82885074778,2787.423381821022,490.5671735832623,101.43088903598552,73.30399369838838,IDS,1,1
e20130314_125532_008066_1_16571560_16573944,2.384,5.543500264510276,0.3629174876845654,0.6042553191489362,65.64446572815702,6.280066640205088,597.1066434786447,183.39176604344848,1798.5153169724952,284.4283449660164,3022.2243003659737,250.56782633636743,97.91080319220414,44.12261262212692,IDS,0,1
e20130314_125532_008066_1_16575512_16577048,1.536,5.605104411449483,0.5323068849110584,0.7133333333333334,68.41355920251864,7.300180871323645,646.439650434715,167.45151240710572,1719.976746293608,373.6544385870007,3012.116832978012,223.5387359490142,67.07256426553514,40.63079331753646,IDS,0,1
e20120713_153050_008015_1_2126144_2127296,1.152,4.953384004323729,0.1407208055553603,0.5535714285714286,60.76925197122268,8.732470515670096,694.784259910503,261.23450057532284,1891.601374946596,559.317784227108,3161.427891546964,406.8358810231008,127.6960472863514,50.79065632003469,IDS,1,1
e20130311_153356_008109_2_12374882_12377410,2.528,5.565427330263784,0.2336474465817262,0.4698795180722891,66.12755268706168,6.357874190787269,463.44795717296046,223.3194293673759,1938.5210543551996,394.6055701239954,2930.5480526973724,247.309889894079,31.63130973295963,62.16739713801461,IDS,0,1
e20120918_153122_008066_1_3189939_3191611,1.672,5.680104362379956,0.0927913456252604,0.2926829268292683,76.02223402409676,5.072065165202272,1090.2468757053553,174.54386234402676,1786.7127754286755,257.7633977810648,2956.3276716130667,162.6546625369488,24.47278194616789,36.9818634955012,IDS,0,1
e20130314_125307_008344_1_3060864_3061872,1.008,5.327299504042083,0.3930078863721177,0.8969072164948454,63.89627212625891,6.891583407937773,714.085134154934,74.3038856188743,1442.0348098189456,255.74338749741605,2732.4274885371424,158.13835719902073,138.1680060120548,42.50649469038161,IDS,5,1
e20130311_153356_008109_2_12380898_12382658,1.76,5.535213952295253,0.2782616790971373,0.3815028901734104,60.623220686170384,8.325804332477347,550.3406621752666,160.28416800536192,1617.286546653062,290.74778376180336,2830.609703696733,212.6464556084765,80.83890834933281,52.371314335040815,IDS,5,1
e20120713_153050_008015_1_2127312_2129248,1.936,4.7306862077767,0.0908594003757012,0.2,59.14862031376013,7.003936971966308,669.6618538292273,328.93812756429344,2006.0665893985945,392.1781406189186,3151.6748083285693,383.626819816621,64.23223797107019,57.20809167080249,IDS,1,1
e20130314_125307_008344_1_3065664_3066432,0.768,5.827820274904926,0.1559357092985786,0.5205479452054794,65.39845768718325,4.572820135915917,707.2253453694785,198.57457770887996,1181.6964197359575,187.69647592379036,2867.254314009853,354.50012082858706,140.751663200002,54.57215153345292,IDS,1,1
e20130322_154609_008015_1_20912838_20914374,1.536,5.512537172263144,0.1855313498179679,0.62,67.43220866224948,4.032056742064981,637.2176372489391,133.02324833062653,1699.2265609191625,142.0412104513437,2869.656193023193,297.4680083109475,109.72681302533849,42.68697475702974,IDS,5,1
e20120918_153122_008066_1_3213866_3217018,3.152,5.757347633162494,0.1421128993397317,0.6057692307692307,70.70667012314473,6.3168429158579205,706.5993356016331,269.0503521027085,1902.483948187024,361.55686300844826,2969.4792923424943,298.18743485997834,40.71753861053108,58.514125828292485,IDS,5,0
e20120713_153050_008015_1_2129264_2132000,2.736,4.779841164214872,0.2273886858405511,0.3555555555555555,62.240602594993256,3.8018226758946314,575.1999460563652,340.806873793491,1880.2421861022583,418.675950864572,2958.416887117105,400.7075642196084,84.02535178642088,76.04515247540031,IDS,5,0
e20130314_125307_008344_1_3068528_3069856,1.328,5.59404671285008,0.2439002758024858,0.751937984496124,61.99099170204334,5.239130232212136,560.9924304863779,91.14235493338984,2068.0918316518737,292.05125441079656,2955.1895173594794,141.69730472539896,111.88484235821552,42.580046627693605,IDS,0,1
e20130322_154609_008015_1_20928667_20931051,2.384,5.591920124868065,0.3261565821819343,0.6978723404255319,61.8035679038342,7.076938972876069,597.9097916363852,148.69183430331168,1724.1940553521065,251.54738345074105,3036.311468861723,288.8531744597405,101.483877885091,36.74627744934082,IDS,5,1
e20120918_153122_008066_1_3217050_3220218,3.168,5.587107639575354,0.1375653241707314,0.463258785942492,65.96162108939588,6.110087324326627,668.1347558304,215.2282169296008,1811.4772156579315,303.5503876592542,2880.662051702181,398.0663127414491,56.93611546961909,53.467473562525214,IDS,5,1
e20120713_153050_008015_1_2162544_2164640,2.096,4.783875657094928,0.2675573496693577,0.3786407766990291,62.00685519291128,4.678625556964608,635.4234099311615,260.7631610139886,1883.9363789680085,407.4064785689517,2908.55178188061,387.3467786675264,97.4817108500252,68.46609374575172,IDS,5,0
e20130314_125532_008066_1_16709784_16711375,1.591,5.76280158889519,0.1805428155681953,0.1923076923076923,69.90831928556413,5.293382932592738,840.62143775283,83.65974279393403,2070.6418201852257,249.20209871185125,2867.6571540791883,264.46618337558607,32.39649523506711,41.631565009229526,IDS,5,0
e20120918_153122_008066_1_3220442_3223578,3.136,5.704755604613743,0.1803236071177935,0.5451612903225806,65.42592258318675,5.306095660381208,688.848561081123,225.2496958167489,1649.8991542937654,422.1332364778455,2859.126679933481,309.9917161271964,55.5004543002586,50.21447799378558,IDS,5,1
e20120713_153050_008015_1_2164656_2167616,2.96,4.825713697266166,0.1215395163841364,0.4436860068259385,60.20760300950372,6.027616734806255,623.7977632671865,265.43582536241473,1797.5049169318895,593.158437146944,2984.8048702696315,462.8537538723752,105.09957378980182,70.75658750316049,IDS,5,1
e20130311_153356_008109_2_12411529_12413865,2.336,4.962779789845531,0.3399965574710528,0.2782608695652174,63.803930402134654,5.90564226930733,643.6151751671123,439.8342176612992,2080.431536235358,291.2680332774704,3155.9957891799377,376.5008655007592,22.23455072994959,54.07062182421884,IDS,5,0
e20120918_153528_008343_1_26074794_26075882,1.088,5.916935828979606,0.2967340829544065,0.3904761904761905,74.53613171173056,5.555475924721828,717.4156178451861,180.57508522619557,1868.606722149245,198.9250320872149,2796.646534397859,100.37232367707402,75.21164558118404,26.6879294553834,IDS,0,1
e20130314_125307_008344_1_3079760_3082960,3.2,5.836589792928888,0.0924771296915616,0.6624605678233438,60.81856789586967,5.259211901598698,707.5417463089201,133.94351464498357,1401.201122831139,393.28506465581233,2786.569329262118,388.6377134954577,128.53131505275468,50.41687910039804,IDS,1,0
e20120713_153050_008015_1_2173632_2176688,3.056,4.776901221957208,0.2929956269459148,0.4105960264900662,54.62894912874255,5.003757670583976,686.4096272382549,485.5861218010862,2086.7571936679915,505.66054197648594,3217.52755356832,423.1014514868791,55.84369478279312,70.02716574001519,IDS,1,0
e20130314_125307_008344_1_3083536_3084208,0.672,5.47942283990974,0.0465071992142264,0.46875,51.89004281953317,8.304792717395278,715.5984037229052,104.88848413348484,1495.0276855449338,412.97643024270286,2761.741187783948,343.5882061832033,128.28806600983597,56.59067107531535,IDS,1,1
e20120628_200523_008109_1_42552040_42553776,1.736,5.877439334964149,0.1865093031951379,0.7235294117647059,68.59713507465989,6.055225818451019,660.7959056293348,214.89348076155795,1659.60302626481,403.84492748386674,2762.8480917960646,470.71375270150094,124.42737913852604,37.11751260149292,IDS,0,1
e20120731_110527_008343_1_19480016_19483232,3.216,5.611282967397665,0.3610009987878991,0.3584905660377358,72.4978635967777,4.484592297422879,456.87106879092926,142.23421706041876,1298.5393873090322,313.07601697884377,2838.844437198773,247.1126755729185,111.43813134904806,54.74247780495785,IDS,5,0
e20130322_154609_008015_1_20979696_20981824,2.128,6.02588378408044,0.1542009540383577,0.6746411483253588,65.51024767299555,6.623641002609522,667.5991515437148,138.22792581188784,1728.8922826637422,456.15431632357513,2996.811834947492,301.14606576359887,63.46464100691824,35.494082831545406,IDS,1,0
e20120713_153050_008015_1_2180464_2183216,2.752,4.810293323641922,0.1837261366442714,0.3014705882352941,56.74875391749463,5.81302864353148,787.4748771756911,537.0511909599281,2218.8142793162465,480.9620698387809,3232.817079274247,518.6768202376204,31.6533669384841,65.78244155004171,IDS,5,0
e20130311_153356_008109_2_12414713_12417999,3.286,4.769330665778661,0.1447532647716786,0.1969230769230769,61.33813451831704,6.821957110044146,545.458777220661,231.0899796553041,1959.4102303924697,224.8081534074127,3005.4832745308886,446.3246480223239,27.19662755695613,58.147815056745344,IDS,5,1
e20130314_125307_008344_1_3092032_3093440,1.408,5.892123203334078,0.1864380158210964,0.6131386861313869,60.98128075662006,6.759558411654087,746.6251092429261,83.49419843868289,1955.410083539171,316.0791807651704,2940.952638659636,303.6309903120643,89.59222185432733,43.2621964144146,IDS,1,1
e20120731_110527_008343_1_19483312_19486559,3.247,5.368245552521193,0.1197294129661442,0.4361370716510903,72.19579177584791,1.9854080335009896,556.9970989909725,216.37449726099493,1618.570656505918,453.4390972018172,2937.4948712609403,310.99135333185234,120.62238723348288,60.110561296381576,IDS,5,0
e20130322_154609_008015_1_20988062_20991310,3.248,5.426693206706729,0.3837460195520464,0.2772585669781931,60.41114300822133,6.155244086969251,444.49187707903695,90.83323456689526,1729.6999083979688,277.1316116836145,2762.7204743634093,171.35977553576254,89.74625152371132,50.06592917117429,IDS,1,1
e20130311_153356_008109_2_12418175_12420719,2.544,4.467701515004928,0.1285565971469453,0.2828685258964143,59.40257620082237,3.5874399887272475,1184.65999039625,665.0319665938697,2322.4106721339563,446.2894681124924,3432.312657656817,450.2278599300558,9.399362783773586,64.95349549102136,IDS,5,0
e20120918_153122_008066_1_3281316_3283786,2.47,5.718438261678484,0.2095414304938941,0.610655737704918,73.81044091244257,8.090666214044186,571.8417987513274,146.19678840193012,1635.9705228377438,394.4442894090768,2786.590358091873,353.92012274911417,80.90901758933711,69.33948385675245,IDS,5,1
e20120731_110527_008343_1_19499312_19500880,1.568,5.16486373864469,0.342264326831589,0.5490196078431373,70.56208587483191,4.345770904437002,464.0424672864811,130.1736995879817,1808.6118754618467,418.9301480431936,3075.6312004060164,332.34217957117863,127.65077674404662,72.73704090000982,IDS,1,1
e20130322_154609_008015_1_21015277_21017961,2.684,5.452553422664415,0.120091040751657,0.6792452830188679,60.48821511590492,5.881877869300298,580.6376060204373,167.0006165023492,1719.9182675949894,258.9455018041929,2990.2796713887024,175.3344369496982,95.87013322134617,34.074824860529375,IDS,1,1
e20120731_110527_008343_1_19512884_19515712,2.828,5.522374044002529,0.2952221204367886,0.1827956989247312,61.683711211252096,6.513435670518905,618.634390753339,288.0109514430854,1623.8873782903931,488.2071043414164,3211.536685856344,358.3013057564089,73.92715151010376,46.89394936136153,IDS,5,0
e20130322_154609_008015_1_21103864_21106520,2.656,5.669872829473157,0.2099183152921316,0.4732824427480916,68.78558858670225,5.52190372341374,647.611748815859,192.22113569535244,1613.1136863478562,202.4015329777129,2816.5048934766264,230.40873817791987,97.8494713289692,51.922779401336136,IDS,1,1
e20120724_104928_008343_1_12180956_12182370,1.414,5.1042737134826845,0.2887140697216223,0.4057971014492754,60.38856618607873,5.257659546506792,625.0795978171748,532.7477490434809,2092.871623998371,370.3522937524173,3009.136299229099,321.3628791101757,47.71904666348086,58.157269836637965,IDS,0,1
e20120918_153122_008066_1_3289274_3291882,2.608,5.701362420157832,0.2201379348115746,0.6459143968871596,74.41188396174121,6.437501868249906,600.435184515359,214.0826809986801,1934.7341949536049,525.9554629977555,2938.061918072724,418.9945827815588,68.73501159463616,93.85183707083408,IDS,5,1
e20120731_110527_008343_1_19515888_19521616,5.728,5.701453641607172,0.3438580724874527,0.3532513181019332,68.5017848542479,6.838372908268021,463.9169471102722,147.17153709574615,1725.1929225887463,593.7060253509126,3098.9986387213357,345.56835463005444,94.9082710507748,48.974651887107605,IDS,5,0
e20130322_154609_008015_1_21114628_21117284,2.656,5.473955782126285,0.2029339155875509,0.5763358778625954,53.483020218836046,4.809829520030688,536.4929462313298,214.51838987700836,1887.7358708095471,351.9452815055744,3062.271233580728,322.8346362822088,116.21543033415956,56.20128136015183,IDS,5,0
e20130311_153356_008109_2_12441737_12444841,3.104,4.500853611281752,0.1431759034525651,0.0846905537459283,55.98740425831871,4.447122481668926,687.9846242057216,211.63814065473363,1773.3416931942954,416.52406327937217,2865.0819589521634,395.5682293251173,42.896002281218,48.49529100569137,IDS,0,1
e20130322_154609_008015_1_21128274_21144625,16.351,5.539438288644648,0.4533389927183703,0.0649509803921568,55.75984193765347,8.10177610006754,573.4346477997833,182.06180484527405,1877.806752141742,415.8275053207522,3137.931721497693,350.1721332036295,110.3182582349198,33.45453151219775,IDS,5,0
e20130314_125532_008066_1_2727768_2728776,1.008,5.929316802373313,0.1312155487922353,0.5360824742268041,70.81277485913348,5.475183355583064,761.6979126233655,214.52059008575452,1951.5663838003047,208.34636239708655,3055.3824954130064,183.16942936260332,32.925793507213974,54.44627581036653,IDS,1,1
e20130311_153356_008109_2_12444985_12446606,1.621,5.324280481587131,0.4614380625659335,0.2830188679245283,60.34402879928621,7.973442277279719,590.9536654066785,239.39986270581295,1658.407907757432,446.53482162895983,2823.7284598058727,405.1612906824226,69.78185690670011,38.79829422464598,IDS,0,1
e20120713_153050_008015_1_21050240_21050928,0.688,5.2903462151098335,0.2434653525458014,0.4923076923076923,61.37449916947462,5.828217074797757,473.6394598834172,295.44248836498963,1862.413391468692,318.159901793161,3006.779520437758,300.15116584248847,109.78612377016763,45.83887698799019,IDS,0,1
e20130311_153356_008109_2_12447639_12448777,1.138,4.896441388004282,0.03556497578447,0.209090909090909,58.53666092361896,5.790868146215591,604.3784713942055,427.279479534944,1953.17752472466,344.6785911898358,3011.337119019309,356.12365909063215,40.19493708542306,49.06781560921012,IDS,0,1
e20130322_154609_008015_1_283364_285684,2.32,5.482685654231422,0.4006441866533105,0.7280701754385965,72.11399504510302,5.177976469097747,535.3359508882487,172.83388398921798,1515.800943270428,485.51856060561175,2771.0258749283657,246.01508960808383,134.53828458274563,50.135508420010765,IDS,5,0
e20120713_153050_008015_1_21170546_21170941,0.395,5.266785353094344,0.5006570217533134,0.8888888888888888,68.63587425156014,4.541413595028113,695.3790505080696,164.87047573192638,1963.8982898024008,300.04801662473886,2719.2064841445986,228.75550066579095,98.64510760734544,37.0643057990875,IDS,0,1
