filename,duration,mean_pitch,std_pitch,voiced_ratio,mean_intensity,std_intensity,mean_f1,std_f1,mean_f2,std_f2,mean_f3,std_f3,mean_tilt,std_tilt,type,quality,quality_snr
ced7d627c046a2240a47a26ac9a0f1239968e901af8a72d35a2a39d63d82a6a6,1.48,5.492471089321875,0.3913643953576742,0.9655172413793104,63.57762905793339,5.417805420982029,654.8206700196316,130.90843371557716,1793.0559617735653,455.72173744857616,3008.48446732637,183.68108483450368,120.60079040781528,40.694658358388814,IDS,0,1
709fed06bae481b4414f3192a8e056c9bddc1b6772399eece78f4ffa8c29f17a,1.157,5.7228241606339525,0.470211968514198,0.6964285714285714,60.772012572299886,6.173462729148484,661.9276582072075,223.75422732763485,1911.903020009442,401.9310934946868,2989.3108824266174,324.0330225752777,72.02059048429318,59.41607858867881,IDS,0,1
8101281f543fb5f0d1b354cd6bb7e056ef34d6a4bf0210d57543cff0df0f1f04,0.868,5.307722121307095,0.2332815725456406,0.7228915662650602,69.68733542034633,6.237454894741421,679.7012364793596,113.62412265872928,1653.2522614203465,320.0471901667016,2785.8455329272592,272.84102382217804,135.44380619036315,52.82355555595398,IDS,5,0
dacd74057b5b6cac44ba5bb84520689aecde9ad208d7c05348d58666c8d11231,0.26,5.323157602523984,0.0642253944322707,0.9565217391304348,69.56501586604833,5.91157711787881,686.2455605241386,181.7339668968864,1493.026435657188,250.7359059100784,2776.765597333267,71.00786532310406,115.78864393875934,40.03813644613659,IDS,5,1
30256b41f9a8711757bfcfb83f23eaf66ac1bf5e8e7ca3c0c054aecf4e58a705,0.812,5.3674815530018245,0.2552103759580043,0.6025641025641025,69.88469394769454,7.230356873491055,636.7398087825208,267.4224763028729,1820.425124787466,349.2432173607946,2914.5511042855246,327.6511166505667,83.43027231244818,54.551815090561504,IDS,0,1
b88ec4cf872eafc99fc0f45aac16798451710006a8c303ef7afdf4d4a66101b9,0.32,5.798801182867708,0.338321146259353,0.6896551724137931,67.64023611552527,10.571390642144843,455.4367112952765,96.58993441040543,2102.8538563408306,324.47694660941363,3110.550278646762,246.8468634192253,54.65702244501622,39.83281396317269,IDS,0,1
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.684,5.549788215533944,0.1781787054620858,0.7076923076923077,59.879656851894296,3.933096063511005,614.6219216212496,368.993788891287,1953.9283551344383,346.5198155886976,3232.325426654226,246.1381447979979,77.79402896503854,41.062038118177135,IDS,0,1
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,1.398,5.4342512587788665,0.3692255445125982,0.6764705882352942,72.00051109445842,4.610398970977518,618.1013595217496,251.7707014747864,1935.5248948092883,589.4480331370623,3099.3650987982014,247.15655904007733,64.33460646417124,65.63920135830995,IDS,0,1
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.625,5.66780888888511,0.0527602358095183,0.6440677966101694,79.72688516822977,6.526417807779251,661.2400716765108,129.93414751213712,2083.995294703538,269.79138107262435,2969.7775726010245,205.61139011541337,147.5226812499002,32.75579565199567,IDS,0,1
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.378,5.427673138389812,0.0625887666507546,1.0,60.946230150197536,6.949142926454142,539.2767531968622,170.04687216441354,2266.174492905916,379.2328901065921,3220.751841807805,185.98132715095383,147.98044680171694,29.328482107489588,IDS,0,1
