filename,score,model,lang,type,quality,quality_snr,corpus
b88ec4cf872eafc99fc0f45aac16798451710006a8c303ef7afdf4d4a66101b9,0.1916666477918625,800,English,IDS,0,1,English
b88ec4cf872eafc99fc0f45aac16798451710006a8c303ef7afdf4d4a66101b9,0.1416666656732559,50,French,IDS,0,1,English
b88ec4cf872eafc99fc0f45aac16798451710006a8c303ef7afdf4d4a66101b9,0.1333333253860473,100,French,IDS,0,1,English
b88ec4cf872eafc99fc0f45aac16798451710006a8c303ef7afdf4d4a66101b9,0.1750000119209289,200,French,IDS,0,1,English
b88ec4cf872eafc99fc0f45aac16798451710006a8c303ef7afdf4d4a66101b9,0.199999988079071,400,French,IDS,0,1,English
b88ec4cf872eafc99fc0f45aac16798451710006a8c303ef7afdf4d4a66101b9,0.1666666567325592,800,French,IDS,0,1,English
b88ec4cf872eafc99fc0f45aac16798451710006a8c303ef7afdf4d4a66101b9,0.2083333283662796,1600,French,IDS,0,1,English
b88ec4cf872eafc99fc0f45aac16798451710006a8c303ef7afdf4d4a66101b9,0.199999988079071,3200,French,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1830357164144516,100,English,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.2038690596818924,1600,English,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1889880895614624,200,English,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1830357164144516,3200,English,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1651785671710968,400,English,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1800595372915268,50,English,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1577381044626236,800,English,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1488095372915268,50,French,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1369047611951828,100,French,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1785714477300644,200,French,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1889881044626236,400,French,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.1934523731470108,800,French,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.211309552192688,1600,French,IDS,0,1,English
047b0ca99e42443cd49f954178c7f4c34ec09db8f0216196ca03d313327a1154,0.2380952686071396,3200,French,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2270340919494629,100,English,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2703411877155304,1600,English,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2421259433031082,200,English,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2703411877155304,3200,English,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2729658782482147,400,English,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2198162525892257,50,English,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2499999850988388,800,English,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.190288707613945,50,French,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2349081039428711,100,French,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2585301697254181,200,French,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2552493214607239,400,French,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.230971097946167,800,French,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.2992125749588012,1600,French,IDS,0,1,English
fbf7deb7f34a2d37323ad37e14c5711905c657ef6d380f13ea648cefae766d1a,0.3116797506809234,3200,French,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2066666632890701,100,English,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2283333390951156,1600,English,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.1850000023841858,200,English,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2433333396911621,3200,English,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2233332991600036,400,English,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2083332985639572,50,English,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2133332937955856,800,English,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.1783333420753479,50,French,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.1916666477918625,100,French,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.1933333128690719,200,French,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2049999684095382,400,French,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2066666334867477,800,French,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2533333301544189,1600,French,IDS,0,1,English
d3016cd5503cc568f9eee2f778f98e3fa30c87aed5b5eb973ea176219b4ed86b,0.2083333134651184,3200,French,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.1733333319425583,100,English,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.2800000011920929,1600,English,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.2333333045244217,200,English,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.3033333122730255,3200,English,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.2200000137090683,400,English,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.1833333224058151,50,English,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.1599999964237213,800,English,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.1566666662693023,50,French,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.1599999964237213,100,French,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.2066666334867477,200,French,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.1666666716337204,400,French,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.2199999839067459,800,French,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.3066666424274444,1600,French,IDS,0,1,English
a70207a7272a758631a0f4f440b341fe04e25229a6c27174c74fc70358ef11c1,0.3266666531562805,3200,French,IDS,0,1,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1314102709293365,100,English,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1923076957464218,1600,English,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1858974248170852,200,English,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1858974248170852,3200,English,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1506410241127014,400,English,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1378205120563507,50,English,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1666666716337204,800,English,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.160256415605545,50,French,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1698717921972274,100,French,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1570512950420379,200,French,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1987179368734359,400,French,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.1891025751829147,800,French,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.2179486900568008,1600,French,IDS,1,0,English
5e6e9b7477c7c605514484184b8791fe6e511f3946949ad665d8a81d0c398c93,0.2339743822813034,3200,French,IDS,1,0,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1450617164373397,100,English,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1944444328546524,1600,English,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1327160447835922,200,English,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1604938209056854,3200,English,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1450617164373397,400,English,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1265432089567184,50,English,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1574074029922485,800,English,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1141975298523902,50,French,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1543209701776504,100,French,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1512345671653747,200,French,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1512345522642135,400,French,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1635802537202835,800,French,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.188271626830101,1600,French,IDS,0,1,English
cd8b2470fbc827948b4d86ef33f1c5b22a9ba122a4e005362f018c295d875b86,0.1728395223617553,3200,French,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.1698717921972274,100,English,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.2019230723381042,1600,English,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.160256415605545,200,English,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.2211538404226303,3200,English,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.1698717921972274,400,English,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.1858974546194076,50,English,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.1730769276618957,800,English,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.1346153765916824,50,French,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.1314102709293365,100,French,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.1634615510702133,200,French,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.2083333134651184,400,French,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.2179487198591232,800,French,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.2179487198591232,1600,French,IDS,0,1,English
0d344e2e2bd9ada9d57d2948f6224e719c98f2664d68fd8384619ea63657b694,0.2179487198591232,3200,French,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.1551723927259445,100,English,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.2183908224105835,1600,English,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.1839080303907394,200,English,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.2126436382532119,3200,English,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.1752873510122299,400,English,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.1666666716337204,50,English,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.1839080601930618,800,English,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.1206896528601646,50,French,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.1637931019067764,100,French,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.1494252830743789,200,French,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.2097701281309127,400,French,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.1867815852165222,800,French,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.2155172228813171,1600,French,IDS,0,1,English
767ec6cf3a0273cadcca5e35f31a08417c656810dd8626cd7dcd0fb84e78545e,0.2212643772363662,3200,French,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1273148208856582,100,English,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.201388880610466,1600,English,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1574074178934097,200,English,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.2245370298624038,3200,English,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.2106481343507766,400,English,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1250000149011612,50,English,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1828703731298446,800,English,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1157407462596893,50,French,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1481481492519378,100,French,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1597222238779068,200,French,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1342592686414718,400,French,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1620370596647262,800,French,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.1620370298624038,1600,French,IDS,0,1,English
6874bc67f28e28bbb790deff82ff06ab90bad110f30ab4afbf209663fd41bd4b,0.2060185074806213,3200,French,IDS,0,1,English
